2016/06/10 02:13:08:114  -[VCPageViewController applicationDidBecomeActive:] [Line 397] --- call syncReadingStatusData
 Chapter =第一千零二十一章 刘邦哭求（第二更）
, count = 1018
2016/06/09 19:31:17:946  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零二十二章 圣帝登门（第三更）
2016/06/09 19:31:17:946  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3428931
2016/06/09 19:31:17:946  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零二十一章 刘邦哭求（第二更） word count:3198 match number:1019
2016/06/09 19:31:17:946  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零二十二章 圣帝登门（第三更）
2016/06/09 19:31:17:947  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零二十二章 圣帝登门（第三更）
, count = 1019
2016/06/09 19:31:17:947  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零二十三章 道祖出手（第一更）
2016/06/09 19:31:17:947  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3432201
2016/06/09 19:31:17:948  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零二十二章 圣帝登门（第三更） word count:3270 match number:1020
2016/06/09 19:31:17:948  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零二十三章 道祖出手（第一更）
2016/06/09 19:31:17:948  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零二十三章 道祖出手（第一更）
, count = 1020
2016/06/09 19:31:17:948  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零二十四章 魔神预警（第二更）
2016/06/09 19:31:17:949  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3435416
2016/06/09 19:31:17:950  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零二十三章 道祖出手（第一更） word count:3215 match number:1021
2016/06/09 19:31:17:950  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零二十四章 魔神预警（第二更）
2016/06/09 19:31:17:950  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零二十四章 魔神预警（第二更）
, count = 1021
2016/06/09 19:31:17:950  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零二十五章 交换条件（第三更）
2016/06/09 19:31:17:950  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3438766
2016/06/09 19:31:17:950  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零二十四章 魔神预警（第二更） word count:3350 match number:1022
2016/06/09 19:31:17:950  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零二十五章 交换条件（第三更）
2016/06/09 19:31:17:951  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零二十五章 交换条件（第三更）
, count = 1022
2016/06/09 19:31:17:951  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零二十六章 古圣宫秘
2016/06/09 19:31:17:951  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3442026
2016/06/09 19:31:17:951  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零二十五章 交换条件（第三更） word count:3260 match number:1023
2016/06/09 19:31:17:952  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零二十六章 古圣宫秘（第四更）
2016/06/09 19:31:17:952  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零二十六章 古圣宫秘（第四更）
, count = 1023
2016/06/09 19:31:17:952  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零二十七章 突兀刺杀（第一更）
2016/06/09 19:31:17:953  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3445277
2016/06/09 19:31:17:953  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零二十六章 古圣宫秘（第四更） word count:3251 match number:1024
2016/06/09 19:31:17:953  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零二十七章 突兀刺杀（第一更）
2016/06/09 19:31:17:953  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零二十七章 突兀刺杀（第一更）
, count = 1024
2016/06/09 19:31:17:954  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零二十八章 变生肘腋（第二更）
2016/06/09 19:31:17:954  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3448511
2016/06/09 19:31:17:954  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零二十七章 突兀刺杀（第一更） word count:3234 match number:1025
2016/06/09 19:31:17:955  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零二十八章 变生肘腋（第二更）
2016/06/09 19:31:17:955  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零二十八章 变生肘腋（第二更）
, count = 1025
2016/06/09 19:31:17:956  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零二十九章 佛道分身（第三更）
2016/06/09 19:31:17:956  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3451861
2016/06/09 19:31:17:956  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零二十八章 变生肘腋（第二更） word count:3350 match number:1026
2016/06/09 19:31:17:956  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零二十九章 佛道分身（第三更）
2016/06/09 19:31:17:956  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零二十九章 佛道分身（第三更）
, count = 1026
2016/06/09 19:31:17:957  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零三十章 隐世高僧
2016/06/09 19:31:17:957  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3455046
2016/06/09 19:31:17:957  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零二十九章 佛道分身（第三更） word count:3185 match number:1027
2016/06/09 19:31:17:958  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零三十章 隐世高僧（第四更）
2016/06/09 19:31:17:958  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零三十章 隐世高僧（第四更）
, count = 1027
2016/06/09 19:31:17:959  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零三十一章 大乙手段（第一更）
2016/06/09 19:31:17:961  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3458455
2016/06/09 19:31:17:961  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零三十章 隐世高僧（第四更） word count:3409 match number:1028
2016/06/09 19:31:17:961  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零三十一章 大乙手段（第一更）
2016/06/09 19:31:17:961  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零三十一章 大乙手段（第一更）
, count = 1028
2016/06/09 19:31:17:961  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零三十二章 登门论道（第二更）
2016/06/09 19:31:17:961  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3461775
2016/06/09 19:31:17:961  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零三十一章 大乙手段（第一更） word count:3320 match number:1029
2016/06/09 19:31:17:961  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零三十二章 登门论道（第二更）
2016/06/09 19:31:17:961  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零三十二章 登门论道（第二更）
, count = 1029
2016/06/09 19:31:17:962  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零三十三章 登门造访（第三更）
2016/06/09 19:31:17:962  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3465092
2016/06/09 19:31:17:962  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零三十二章 登门论道（第二更） word count:3317 match number:1030
2016/06/09 19:31:17:963  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零三十三章 登门造访（第三更）
2016/06/09 19:31:17:963  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零三十三章 登门造访（第三更）
, count = 1030
2016/06/09 19:31:17:963  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零三十四章 守拙上人（第一更）
2016/06/09 19:31:17:964  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3468232
2016/06/09 19:31:17:964  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零三十三章 登门造访（第三更） word count:3140 match number:1031
2016/06/09 19:31:17:964  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零三十四章 守拙上人（第一更）
2016/06/09 19:31:17:964  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零三十四章 守拙上人（第一更）
, count = 1031
2016/06/09 19:31:17:965  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零三十五章 道祖应策（第二更）
2016/06/09 19:31:17:965  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3471402
2016/06/09 19:31:17:965  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零三十四章 守拙上人（第一更） word count:3170 match number:1032
2016/06/09 19:31:17:966  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零三十五章 道祖应策（第二更）
2016/06/09 19:31:17:966  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零三十五章 道祖应策（第二更）
, count = 1032
2016/06/09 19:31:17:966  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零三十六章 大干一场（第三更）
2016/06/09 19:31:17:967  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3474540
2016/06/09 19:31:17:967  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零三十五章 道祖应策（第二更） word count:3138 match number:1033
2016/06/09 19:31:17:967  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零三十六章 大干一场（第三更）
2016/06/09 19:31:17:968  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零三十六章 大干一场（第三更）
, count = 1033
2016/06/09 19:31:17:968  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零三十七章 放手争夺（第一更）
2016/06/09 19:31:17:968  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3477885
2016/06/09 19:31:17:968  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零三十六章 大干一场（第三更） word count:3345 match number:1034
2016/06/09 19:31:17:969  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零三十七章 放手争夺（第一更）
2016/06/09 19:31:17:969  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零三十七章 放手争夺（第一更）
, count = 1034
2016/06/09 19:31:17:969  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零三十八章 先做一场（第二更）
2016/06/09 19:31:17:970  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3481208
2016/06/09 19:31:17:970  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零三十七章 放手争夺（第一更） word count:3323 match number:1035
2016/06/09 19:31:17:970  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零三十八章 先做一场（第二更）
2016/06/09 19:31:17:970  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零三十八章 先做一场（第二更）
, count = 1035
2016/06/09 19:31:17:971  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零三十九章 不死魂印（第一更）
2016/06/09 19:31:17:971  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3484432
2016/06/09 19:31:17:972  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零三十八章 先做一场（第二更） word count:3224 match number:1036
2016/06/09 19:31:17:972  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零三十九章 不死魂印（第一更）
2016/06/09 19:31:17:972  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零三十九章 不死魂印（第一更）
, count = 1036
2016/06/09 19:31:17:973  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零四十章 铩羽而归（第二更）
2016/06/09 19:31:17:973  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3487658
2016/06/09 19:31:17:973  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零三十九章 不死魂印（第一更） word count:3226 match number:1037
2016/06/09 19:31:17:974  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零四十章 铩羽而归（第二更）
2016/06/09 19:31:17:974  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
